Year,State,County,Uninsured #,Uninsured %,Uninsured 95% CI - Low, Uninsured 95% CI - High, Uninsured Z-Score,Adults Uninsured # ,Adults Uninsured % ,Adults Uninsured 95% CI - Low,Adults Uninsured 95% CI - High,Children Uninsured #,Children Uninsured %,Children Uninsured 95% CI - Low,Children Uninsured 95% CI - High,Unemployed # ,Labor Force,Unemployed %,Unemployed Z-Score,Severe Housing Problems %,Severe housing problems 95% CI - Low,Severe housing problems 95% CI - High,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,Severe housing problems Z-Score,Homeowners #,Homeowners % ,Homeowners 95% CI - Low,Homeowners 95% CI - High,Households with Severe Cost Burden #,Severe Housing Cost Burden %,Severe housing cost burden 95% CI - Low,Severe housing cost burden 95% CI - High
2021,California,Colusa,2087,12,10,13,1.96,1859,15,13,17,253,4,3,6,1407,10993,12.8,2.87,20,16,23,11,8,1,-0.75,4410,61,58,64,779,11,8,14
2021,California,Contra Costa,57099,6,5,6,-1.08,50205,7,6,8,7788,3,2,3,17261,561757,3.1,-0.76,20,20,21,16,5,1,-0.55,260244,66,65,66,63787,16,16,17
2021,California,Del Norte,1449,7,6,9,-0.3,1283,9,8,11,184,3,2,4,555,9674,5.7,0.24,20,17,23,17,4,1,-0.63,6273,63,59,67,1431,15,12,18
2021,California,El Dorado,8584,6,5,6,-1.18,7639,7,6,8,1079,3,2,3,3237,92022,3.5,-0.59,18,17,20,16,2,1,-1.13,53750,76,75,77,11058,16,15,17
2021,California,Fresno,74946,9,8,10,0.51,68300,12,11,13,7512,3,2,3,32668,450760,7.2,0.8,27,26,28,19,9,1,1.15,164124,53,53,54,57966,19,19,20
2021,California,Glenn,2741,12,10,14,2.15,2407,15,13,18,362,5,3,6,796,12997,6.1,0.38,21,17,25,17,5,1,-0.4,5988,59,55,63,1704,18,14,22
2021,California,Humboldt,8881,8,7,9,0.17,8076,10,8,11,897,3,2,4,2253,62507,3.6,-0.56,24,23,26,20,4,2,0.46,31078,57,56,58,11400,22,20,24
2021,California,Imperial,12042,8,7,9,0.15,10791,11,10,13,1406,3,2,3,13080,71411,18.3,4.93,26,25,28,17,11,1,1.05,26156,58,57,60,7680,18,16,20
2021,California,Inyo,1051,8,7,9,-0.07,925,9,8,11,141,4,2,5,310,8760,3.5,-0.58,18,14,21,13,2,3,-1.3,5204,65,62,69,1007,13,10,16
2021,California,Kern,68650,9,8,10,0.63,60173,12,11,13,9321,4,3,4,30216,390999,7.7,0.98,24,23,25,17,9,1,0.47,157554,58,58,59,45412,17,17,18
2021,California,Kings,10070,8,7,10,0.31,8898,11,10,13,1299,3,2,4,4566,57788,7.9,1.05,23,21,25,16,8,1,0.11,22733,52,51,54,6121,15,13,16
2021,California,Lake,4313,9,8,10,0.52,3878,11,9,13,477,3,2,5,1471,29158,5,-0.02,22,19,24,20,3,0,-0.24,17034,66,65,68,4283,18,15,20
2021,California,Lassen,906,5,4,6,-1.65,785,6,5,7,137,3,2,3,453,9869,4.6,-0.19,15,12,17,14,1,1,-2.08,6270,68,66,70,1181,13,11,16
2021,California,Los Angeles,874618,10,10,10,1.25,806801,13,12,13,77158,3,3,4,227288,5121584,4.4,-0.25,33,33,33,24,12,2,2.79,1519516,46,45,46,765595,24,24,24
2021,California,Madera,13480,11,9,12,1.5,11910,14,12,16,1723,4,3,5,4294,61945,6.9,0.68,25,23,27,16,10,1,0.59,28772,64,62,66,6871,16,14,18
2021,California,Marin,9543,5,4,5,-1.66,8366,6,5,7,1332,2,2,3,3193,139979,2.3,-1.05,22,21,23,19,4,1,-0.12,67115,64,63,64,19441,19,18,20
2021,California,Mariposa,1034,8,7,10,0.25,927,10,8,11,120,4,3,5,350,7612,4.6,-0.19,19,15,23,17,1,2,-0.98,5230,68,65,72,1398,19,15,23
2021,California,Mendocino,6688,10,9,11,1.14,5960,12,10,14,803,4,3,5,1546,38934,4,-0.42,27,24,29,22,5,1,1.08,20611,60,58,62,6979,21,19,24
2021,California,Merced,21203,9,8,10,0.62,18960,12,11,14,2510,3,2,4,9360,116226,8.1,1.1,25,24,26,17,9,1,0.63,41795,52,51,53,12808,17,16,18
2021,California,Modoc,587,9,8,11,0.83,521,11,9,13,68,4,3,5,224,3171,7.1,0.73,17,12,22,15,3,0,-1.48,2708,75,72,78,410,12,8,16
2021,California,Mono,1203,10,9,12,1.26,1092,12,10,14,122,5,3,6,313,8508,3.7,-0.53,11,7,15,10,2,0,-3,3068,64,58,70,451,10,6,14
2021,California,Monterey,42694,12,11,13,2.19,38932,16,14,17,4262,4,3,5,13799,222516,6.2,0.41,29,28,30,18,13,1,1.81,64900,51,50,52,23577,19,18,20
2021,California,Napa,8809,8,7,9,0.06,7948,10,8,11,978,3,2,4,2104,74004,2.8,-0.84,22,21,23,16,6,2,-0.14,31276,64,63,66,7956,17,15,18
2021,California,Nevada,4905,7,6,8,-0.58,4409,8,7,9,559,3,2,4,1617,48639,3.3,-0.66,21,19,22,18,2,1,-0.52,30316,74,73,75,7529,19,17,21
2021,California,Orange,218246,8,8,9,0.12,197867,10,9,11,23102,3,3,4,45087,1623421,2.8,-0.87,27,26,27,20,9,1,1.14,595272,57,57,58,199131,20,19,20
2021,California,Placer,14472,5,4,5,-1.8,12639,6,5,6,2084,2,2,3,5839,187932,3.1,-0.74,18,17,19,16,2,1,-1.29,102650,72,71,73,20764,15,14,16
2021,California,Plumas,862,7,5,8,-0.75,769,8,6,9,105,3,2,4,607,7903,7.7,0.96,18,15,22,17,1,2,-1.09,6156,73,70,75,1140,14,11,17
2021,California,Riverside,188382,9,9,10,0.68,169108,12,11,12,21739,3,3,4,46151,1104035,4.2,-0.34,25,25,26,20,7,1,0.76,480944,66,66,67,140044,20,19,20
2021,California,Sacramento,80072,6,6,7,-0.95,72048,8,7,8,9207,2,2,3,26096,712394,3.7,-0.54,22,22,23,18,5,1,-0.11,306324,56,56,57,95062,18,17,18
2021,California,San Benito,4250,8,7,9,0.04,3769,10,8,12,547,3,2,4,1587,31432,5,-0.02,22,20,25,15,8,1,-0.08,11554,64,61,66,2803,16,14,18
2021,California,San Bernardino,173526,9,9,10,0.74,154414,12,11,13,21442,4,3,4,37010,967719,3.8,-0.48,26,26,27,19,9,1,1.01,380281,60,59,60,117038,19,18,19
2021,California,San Diego,255260,9,9,10,0.69,228064,11,10,12,30216,4,3,5,50643,1590591,3.2,-0.72,25,25,25,20,7,1,0.67,600104,53,53,54,224323,20,20,21
2021,California,San Francisco,35802,5,4,5,-1.64,33312,5,5,6,2834,2,2,3,12774,583186,2.2,-1.09,24,23,24,17,6,4,0.37,136239,38,37,38,56828,16,16,17
2021,California,San Joaquin,50025,8,7,8,-0.05,45305,10,9,11,5444,3,2,3,19223,327077,5.9,0.29,24,24,25,18,7,1,0.51,129419,57,56,58,40219,18,17,19
2021,California,San Luis Obispo,15680,7,6,8,-0.29,14223,9,8,10,1692,3,2,4,4017,140931,2.9,-0.84,22,21,23,19,3,1,-0.19,65248,62,61,63,19585,19,18,20
2021,California,San Mateo,32103,5,4,5,-1.59,28568,6,5,6,4137,2,2,3,9397,460044,2,-1.14,23,23,24,17,8,1,0.25,158543,60,60,61,44938,17,17,18
2021,California,Santa Barbara,41434,11,10,13,1.95,37816,14,13,16,4211,4,3,5,8039,217882,3.7,-0.53,29,28,30,20,10,1,1.7,75945,52,51,53,28762,20,19,21
2021,California,Santa Clara,85429,5,5,5,-1.5,76638,6,6,7,10200,2,2,3,26196,1053723,2.5,-0.98,23,23,23,16,8,1,0.11,361105,56,56,57,101205,16,16,17
2021,California,Santa Cruz,15912,7,6,8,-0.33,14179,9,7,10,1979,4,2,5,6747,142277,4.7,-0.13,27,26,28,22,7,1,1.26,57561,60,59,61,19602,21,20,22
2021,California,Shasta,9816,7,6,8,-0.49,8830,9,7,10,1096,3,2,4,3475,74353,4.7,-0.16,23,21,24,19,3,2,0.07,45548,64,63,65,12896,19,17,20
2021,California,Sierra,143,7,6,8,-0.45,125,8,7,10,18,4,2,5,71,1326,5.4,0.09,18,9,27,18,0,1,-1.17,994,75,67,83,254,20,10,30
2021,California,Siskiyou,2691,8,7,10,0.29,2357,10,9,12,366,4,3,5,1118,17227,6.5,0.52,20,18,22,17,3,2,-0.66,12509,65,64,66,2833,15,13,17
2021,California,Solano,21180,6,5,6,-1.14,19052,7,6,8,2457,2,2,3,7855,209527,3.7,-0.5,21,20,22,17,5,1,-0.35,92149,61,61,62,24148,16,16,17
2021,California,Sonoma,32293,8,7,9,0.15,29232,10,9,11,3492,3,3,4,6966,259394,2.7,-0.9,23,22,24,18,5,1,0.08,116393,61,61,62,32920,18,17,19
2021,California,Stanislaus,33609,7,6,8,-0.4,29586,9,8,10,4522,3,2,4,14701,243454,6,0.35,24,23,24,18,7,1,0.27,100576,58,57,59,29003,17,16,18
2021,California,Sutter,7327,9,8,10,0.63,6575,12,10,13,841,3,2,4,3345,45785,7.3,0.82,21,19,22,14,7,1,-0.52,18839,58,56,60,4419,14,13,15
2021,California,Tehama,4096,8,7,9,0.12,3618,10,8,12,522,3,2,4,1422,25650,5.5,0.17,21,19,24,17,5,1,-0.31,15813,65,63,68,4528,20,17,22
2021,California,Trinity,797,9,8,10,0.58,708,10,9,12,100,5,3,6,257,4693,5.5,0.14,23,18,28,19,2,3,0.05,4093,69,65,73,938,17,12,21
2021,California,Tulare,36079,9,8,10,0.59,31986,12,11,13,4593,3,2,4,19627,203980,9.6,1.69,27,26,28,19,10,1,1.17,78866,57,56,58,25824,19,18,21
2021,California,Tuolumne,2320,6,5,7,-0.89,2072,7,6,9,275,3,2,4,951,21317,4.5,-0.24,20,17,22,16,3,1,-0.73,16039,71,69,74,3644,17,14,19
2021,California,Ventura,66654,9,9,10,0.8,61204,12,11,13,6301,3,2,4,15221,423390,3.6,-0.56,23,23,24,18,7,1,0.21,171174,63,62,64,48102,18,17,19
2021,California,Yolo,12494,7,6,8,-0.58,11368,8,7,9,1323,3,2,4,4438,108658,4.1,-0.38,24,22,25,19,5,1,0.29,38315,52,50,53,13624,19,18,20
2021,California,Yuba,5187,8,7,9,-0.05,4632,10,9,12,607,3,2,4,1815,29997,6.1,0.35,22,20,24,15,7,2,-0.21,15948,61,59,63,3930,15,13,17
2021,Wyoming,Albany,3868,12,10,14,-0.54,3584,14,11,16,328,5,3,7,621,20216,3.1,-0.92,21,18,25,19,2,1,2.8,8138,51,49,53,2802,18,15,21
2021,Wyoming,Big Horn,1571,17,15,19,1.93,1262,20,17,23,331,11,7,14,223,5306,4.2,1.31,11,8,15,9,2,1,-0.03,3276,73,70,76,310,8,5,10
2021,Wyoming,Campbell,4812,12,10,13,-0.75,3976,14,12,16,902,7,5,9,853,23242,3.7,0.26,11,8,14,9,3,0,-0.14,12900,73,70,77,1733,10,8,13
2021,Wyoming,Carbon,1702,15,13,17,0.72,1433,17,15,20,289,8,6,11,262,7982,3.3,-0.5,11,8,14,8,3,0,-0.18,4317,70,67,72,610,11,7,14
2021,Wyoming,Converse,1299,11,10,13,-0.85,1073,13,11,16,245,7,5,9,238,8694,2.7,-1.58,10,6,13,6,4,0,-0.57,3964,74,69,78,265,5,2,8
2021,Wyoming,Crook,806,14,12,16,0.26,641,16,13,18,177,9,7,12,117,3710,3.2,-0.76,9,5,12,6,2,2,-0.84,2387,82,77,86,334,12,7,17
2021,Wyoming,Fremont,5558,18,16,20,2.24,4648,21,19,24,974,9,7,12,824,18635,4.4,1.74,13,11,14,8,4,2,0.3,10503,70,69,72,1212,9,7,10
2021,Wyoming,Goshen,1392,15,13,17,0.88,1170,17,15,20,238,9,6,12,238,6625,3.6,0.11,11,8,14,9,1,1,-0.28,3836,74,70,77,456,9,6,12
2021,Wyoming,Hot Springs,424,13,11,15,-0.21,368,15,13,18,60,6,4,8,77,2176,3.5,0,12,8,16,10,2,1,0.12,1593,75,71,79,172,9,4,13
2021,Wyoming,Johnson,807,13,11,14,-0.29,686,15,13,17,131,7,5,9,151,4183,3.6,0.14,14,9,19,11,1,4,0.61,2687,70,64,76,336,10,5,14
2021,Wyoming,Laramie,7958,10,9,11,-1.7,6857,12,10,13,1205,5,4,6,1678,48491,3.5,-0.15,11,10,13,10,1,1,-0.03,27692,70,69,71,4303,11,9,13
2021,Wyoming,Lincoln,1936,12,10,14,-0.52,1575,14,12,17,387,7,5,10,295,8876,3.3,-0.42,10,7,13,7,3,1,-0.52,5693,82,79,86,514,8,4,11
2021,Wyoming,Natrona,8679,13,12,15,0.03,7462,16,14,18,1298,7,5,8,1544,39348,3.9,0.76,11,9,13,9,2,1,-0.16,22363,68,66,70,3102,10,8,11
2021,Wyoming,Niobrara,271,17,14,19,1.86,229,19,16,22,45,10,7,14,34,1239,2.7,-1.56,17,9,25,17,1,1,1.63,747,77,71,84,134,16,7,25
2021,Wyoming,Park,2801,13,11,14,-0.2,2388,15,13,17,444,7,5,9,620,15459,4,0.93,8,6,11,7,1,1,-0.9,8897,73,71,75,1024,9,6,11
2021,Wyoming,Platte,776,12,11,14,-0.41,655,14,12,17,131,7,5,10,159,4660,3.4,-0.25,8,4,12,7,0,0,-1.09,3013,75,71,79,334,9,5,13
2021,Wyoming,Sheridan,2586,11,10,13,-1.02,2246,13,11,15,376,6,4,7,542,15653,3.5,-0.15,13,10,15,11,1,1,0.28,9117,69,66,71,1367,11,8,13
2021,Wyoming,Sublette,940,12,10,14,-0.63,771,14,11,16,181,8,5,11,182,4129,4.4,1.72,4,0,7,3,1,0,-2.26,2741,82,75,89,249,8,3,13
2021,Wyoming,Sweetwater,4273,11,10,13,-0.85,3622,14,12,16,709,6,4,8,828,21274,3.9,0.7,11,9,14,9,2,1,-0.11,11832,76,74,78,1272,8,6,11
2021,Wyoming,Teton,2617,13,11,15,0.1,2257,15,12,17,384,9,6,11,424,15575,2.7,-1.61,16,12,21,10,5,3,1.39,5448,60,57,63,924,11,7,14
2021,Wyoming,Uinta,2047,12,10,14,-0.66,1677,15,12,17,400,7,4,9,353,9035,3.9,0.73,11,8,14,8,3,0,-0.23,5854,77,74,80,446,6,3,9
2021,Wyoming,Washakie,900,15,13,17,0.84,778,18,15,20,133,7,5,10,155,3941,3.9,0.78,10,7,14,9,2,1,-0.36,2574,76,72,81,194,6,3,9
2021,Wyoming,Weston,666,13,11,15,-0.22,565,15,12,17,107,7,5,10,110,3811,2.9,-1.28,14,8,19,12,1,3,0.55,2400,83,80,86,278,10,5,15
2021,South Carolina,Abbeville,2559,14,12,16,0.38,2343,17,15,20,239,5,3,6,339,10050,3.4,0.04,14,11,17,13,1,0,-0.14,7248,75,72,78,1275,14,10,18
2021,South Carolina,Aiken,16927,13,11,14,-0.28,15283,16,14,17,1829,5,3,6,2176,75105,2.9,-0.54,13,12,14,11,1,1,-0.52,49051,73,71,74,7506,12,10,13
2021,South Carolina,Allendale,619,10,9,12,-1.36,575,13,11,16,51,3,2,4,143,2692,5.3,2.41,17,11,23,17,2,1,1.12,2295,68,63,74,395,13,7,19
2021,South Carolina,Anderson,20043,12,11,14,-0.39,18094,15,14,17,2172,5,3,6,2467,91576,2.7,-0.79,13,12,14,11,2,1,-0.46,55081,72,71,73,7407,10,9,11
2021,South Carolina,Bamberg,1356,13,11,15,-0.05,1244,16,14,18,129,5,3,6,277,4981,5.6,2.71,14,9,19,12,2,1,0.04,3768,71,68,73,577,12,7,17
2021,South Carolina,Barnwell,2009,12,10,14,-0.62,1816,15,13,17,215,4,3,6,352,8268,4.3,1.12,15,11,19,14,2,0,0.33,5815,70,66,73,1239,16,12,21
2021,South Carolina,Beaufort,18788,14,13,16,0.56,16125,17,15,18,2864,8,6,10,2061,77858,2.6,-0.85,17,15,18,15,2,1,1.11,52424,73,72,75,10301,15,14,16
2021,South Carolina,Berkeley,22422,12,11,13,-0.57,20065,15,13,17,2619,5,3,6,2651,104452,2.5,-0.98,14,12,15,12,2,1,-0.28,55295,72,71,73,8738,12,11,13
2021,South Carolina,Calhoun,1496,14,12,15,0.19,1364,16,14,19,150,5,4,7,237,6604,3.6,0.3,18,13,22,15,1,2,1.54,4963,80,77,83,753,13,9,17
2021,South Carolina,Charleston,36030,11,10,12,-1.12,32652,13,12,14,3771,5,3,6,4881,212354,2.3,-1.28,18,18,19,17,1,1,1.75,97986,62,61,62,25637,17,16,18
2021,South Carolina,Cherokee,5955,13,11,15,-0.15,5470,16,14,19,541,4,3,5,774,25196,3.1,-0.33,10,9,12,10,1,0,-1.64,14270,69,67,71,1886,10,8,12
2021,South Carolina,Chester,2999,12,10,13,-0.77,2732,15,12,17,297,4,3,5,555,13445,4.1,0.96,14,11,16,12,1,1,-0.18,9628,76,74,78,1435,12,9,15
2021,South Carolina,Chesterfield,5207,14,12,16,0.51,4765,18,15,20,492,5,3,6,644,22128,2.9,-0.53,15,13,18,11,4,1,0.36,12723,71,69,73,1670,10,8,12
2021,South Carolina,Clarendon,3532,15,13,17,0.75,3245,18,16,21,314,5,3,6,493,12731,3.9,0.65,14,12,17,11,2,1,0.01,10133,77,75,79,1459,12,10,14
2021,South Carolina,Colleton,4088,14,12,16,0.33,3738,17,15,20,389,5,3,6,538,16821,3.2,-0.18,12,9,14,10,2,1,-0.98,11298,75,72,78,1514,11,9,13
2021,South Carolina,Darlington,6566,12,11,14,-0.34,6025,16,14,18,607,4,3,5,1043,30561,3.4,0.09,14,13,16,13,2,1,0.1,18425,70,67,72,3127,13,11,15
2021,South Carolina,Dillon,3662,15,13,17,0.8,3372,19,17,22,316,4,3,5,533,13029,4.1,0.92,15,12,18,13,3,1,0.49,6547,59,56,63,1375,15,11,18
2021,South Carolina,Dorchester,14533,11,9,12,-1.25,12894,13,12,15,1842,5,3,6,1951,78453,2.5,-1.04,15,14,17,13,2,1,0.38,39667,72,70,73,7329,14,12,15
2021,South Carolina,Edgefield,2619,14,12,15,0.21,2378,16,14,19,268,5,4,7,301,10753,2.8,-0.66,13,10,16,12,3,0,-0.53,6797,74,71,77,1001,12,9,14
2021,South Carolina,Fairfield,2085,12,10,14,-0.49,1933,15,12,17,173,4,3,5,427,9619,4.4,1.34,14,10,18,14,1,0,-0.02,6917,75,72,78,1357,16,11,21
2021,South Carolina,Florence,13736,12,11,14,-0.43,12506,16,14,18,1388,4,3,5,1976,67211,2.9,-0.49,14,12,15,12,2,1,-0.27,34292,66,64,67,5973,12,11,14
2021,South Carolina,Georgetown,6081,14,12,15,0.28,5542,17,15,19,604,5,4,7,970,25790,3.8,0.51,15,13,17,14,1,1,0.39,20099,79,77,81,3546,14,12,17
2021,South Carolina,Greenville,58979,14,13,15,0.38,52874,17,16,19,6752,5,4,7,6225,255903,2.4,-1.11,13,12,13,11,2,1,-0.63,130228,67,67,68,20161,11,10,11
2021,South Carolina,Greenwood,7551,14,12,15,0.29,6882,17,15,20,750,5,3,6,980,31377,3.1,-0.27,16,14,18,14,2,1,0.77,17681,64,62,66,3504,13,11,15
2021,South Carolina,Hampton,1716,12,10,14,-0.58,1566,15,13,17,166,4,3,5,229,8416,2.7,-0.76,9,6,11,7,1,1,-2.33,5313,76,74,78,380,6,4,8
2021,South Carolina,Horry,44214,17,16,19,2.03,41075,21,19,23,3493,5,4,7,5339,148573,3.6,0.31,16,15,17,14,2,1,0.76,94163,72,71,73,17269,14,13,15
2021,South Carolina,Jasper,4486,21,18,23,3.69,4107,25,22,29,409,7,4,9,322,12685,2.5,-0.98,18,14,22,16,3,1,1.74,7366,72,68,75,1550,16,12,19
2021,South Carolina,Kershaw,6248,12,10,13,-0.72,5631,15,13,17,684,4,3,6,866,29291,3,-0.47,13,11,15,12,1,0,-0.65,20509,82,80,84,3343,14,12,16
2021,South Carolina,Lancaster,9042,12,11,14,-0.44,8051,15,13,17,1080,5,4,6,1384,41340,3.3,0.01,11,9,12,9,2,0,-1.48,27019,80,78,81,3394,10,9,12
2021,South Carolina,Laurens,7475,14,12,16,0.55,6851,18,15,20,688,5,3,6,903,30313,3,-0.44,14,12,16,11,2,1,-0.17,17848,70,68,72,3259,13,12,15
2021,South Carolina,Lee,1439,12,10,14,-0.71,1323,15,12,17,130,4,2,5,266,6618,4,0.83,17,14,20,15,2,2,1.16,4798,75,70,79,999,17,13,21
2021,South Carolina,Lexington,28533,12,10,13,-0.81,25844,14,13,16,3042,4,3,5,3510,150160,2.3,-1.23,12,11,13,10,2,1,-0.96,83972,74,74,75,11674,11,10,12
2021,South Carolina,McCormick,652,13,11,15,-0.22,601,15,12,17,54,5,3,7,104,3389,3.1,-0.33,10,7,13,10,0,0,-1.86,3030,77,76,77,363,10,6,13
2021,South Carolina,Marion,3341,14,12,16,0.27,3066,17,15,20,301,4,3,6,564,13045,4.3,1.2,17,14,21,16,1,1,1.2,7659,66,63,69,1605,16,12,19
2021,South Carolina,Marlboro,2446,13,11,15,-0.08,2263,16,14,19,206,4,3,5,444,9183,4.8,1.83,14,11,17,11,2,1,-0.22,6042,63,59,67,1206,14,11,17
2021,South Carolina,Newberry,4283,14,13,16,0.65,3843,18,15,20,485,6,4,7,514,19223,2.7,-0.82,12,9,14,9,2,1,-1.13,10849,73,70,76,1683,12,9,15
2021,South Carolina,Oconee,9180,15,14,17,1.14,8413,19,17,21,851,5,4,7,971,35039,2.8,-0.7,14,12,16,11,2,2,-0.02,23253,73,71,75,3172,10,9,12
2021,South Carolina,Orangeburg,8424,13,11,14,-0.22,7725,16,14,18,779,4,3,5,1655,34842,4.8,1.72,16,14,17,14,2,1,0.63,22257,67,65,70,4036,14,12,15
2021,South Carolina,Pickens,13120,13,12,15,0.16,11973,16,14,18,1276,5,4,7,1604,57667,2.8,-0.68,16,15,18,13,2,2,0.76,32153,67,66,69,6249,14,12,15
2021,South Carolina,Richland,36013,11,10,12,-1.14,32707,13,12,15,3728,4,3,5,5579,198948,2.8,-0.66,17,17,18,16,1,1,1.35,90427,60,58,61,24575,17,16,18
2021,South Carolina,Saluda,3099,19,17,21,2.96,2792,23,20,26,331,7,5,10,238,8928,2.7,-0.83,11,8,13,8,2,1,-1.54,5257,74,70,78,585,9,6,12
2021,South Carolina,Spartanburg,32433,13,11,14,-0.23,28778,16,14,17,4030,5,4,7,3920,153496,2.6,-0.96,14,13,15,11,3,1,-0.23,82396,71,70,72,12306,11,10,12
2021,South Carolina,Sumter,10818,13,11,14,-0.28,9840,16,14,18,1084,4,3,6,1473,43727,3.4,0.03,16,14,18,13,2,1,0.61,26982,65,62,67,5012,13,11,14
2021,South Carolina,Union,2527,12,10,13,-0.67,2316,15,12,17,232,4,3,5,406,11681,3.5,0.16,12,9,14,10,1,1,-1.13,7803,68,66,71,1084,10,8,13
2021,South Carolina,Williamsburg,2793,12,10,14,-0.54,2570,15,13,17,250,4,3,5,551,12093,4.6,1.49,18,15,21,16,3,1,1.68,9255,73,71,75,1943,17,14,20
2021,South Carolina,York,22877,10,9,11,-1.66,20667,12,11,14,2504,4,3,5,3871,140458,2.8,-0.72,12,11,13,10,1,1,-0.89,72857,72,71,73,9790,10,9,11
2020,California,Alameda,82298,6,5,6,-1.19,73630,7,6,7,9850,3,2,3,25446,848215,3,-0.84,24,23,24,18,7,1,0.22,305134,53,53,54,97550,17,17,18
2020,California,Alpine,65,8,6,9,-0.16,56,8,7,10,9,4,3,6,25,547,4.6,-0.25,23,13,33,21,3,0,0.1,251,84,80,88,55,19,3,35
2020,California,Amador,1532,6,5,7,-0.95,1354,7,6,8,198,3,2,4,589,14706,4,-0.46,19,16,22,17,2,1,-0.88,10798,77,75,79,2335,17,14,20
2020,California,Butte,13164,7,6,8,-0.39,12069,9,8,10,1252,3,2,3,5093,102712,5,-0.1,23,21,24,20,3,1,-0.03,51358,59,58,60,16915,20,19,21
2020,California,Calaveras,2427,7,6,8,-0.3,2156,8,7,10,300,4,3,5,845,21351,4,-0.48,20,17,23,18,2,1,-0.64,13526,78,75,80,3235,19,16,22
2020,California,Colusa,1970,11,9,12,1.67,1735,14,12,16,258,4,3,6,1418,10969,12.9,2.9,18,15,22,10,8,1,-1.11,4371,61,58,65,864,13,10,16
2020,California,Contra Costa,57232,6,5,6,-1.12,49240,7,6,8,8901,3,2,4,17792,564570,3.2,-0.79,21,20,22,17,5,1,-0.44,257528,66,65,66,64906,17,16,17
2020,California,Del Norte,1247,6,5,7,-0.93,1093,8,6,9,169,3,2,4,549,9961,5.5,0.1,22,19,26,18,4,1,-0.15,6115,62,59,66,1538,17,14,20
2020,California,El Dorado,8134,5,5,6,-1.41,7086,6,5,7,1184,3,2,4,3270,91589,3.6,-0.63,19,18,20,17,2,1,-1,52990,77,76,77,10890,16,15,17
2020,California,Fresno,73987,9,8,9,0.51,66670,12,11,13,8161,3,2,4,33427,448353,7.5,0.84,28,27,28,20,9,1,1.23,160944,53,52,53,59224,20,19,21
2020,California,Glenn,2551,11,9,13,1.81,2239,14,12,16,341,4,3,6,835,12779,6.5,0.49,23,19,27,18,6,2,0.05,5981,60,56,63,1738,18,14,22
2020,California,Humboldt,9743,9,8,10,0.6,8832,11,9,12,1013,4,3,5,2245,63027,3.6,-0.63,25,23,26,21,4,2,0.49,30853,57,56,58,11121,21,20,23
2020,California,Imperial,11751,8,7,9,0.04,10366,11,9,12,1534,3,2,4,12855,71055,18.1,4.84,27,26,29,19,10,1,1.16,25717,58,57,60,8008,19,17,21
2020,California,Inyo,1229,9,8,10,0.65,1075,11,9,12,172,4,3,6,337,8725,3.9,-0.52,17,13,20,13,2,2,-1.59,5110,63,60,66,1194,16,12,19
2020,California,Kern,65273,9,8,9,0.44,58030,11,10,12,8010,3,2,4,30865,386997,8,1.03,25,24,25,17,9,1,0.49,155395,58,57,59,45680,18,17,18
2020,California,Kings,10715,9,8,10,0.67,9555,12,10,14,1287,3,2,4,4481,57865,7.7,0.94,24,22,26,16,9,1,0.4,22114,52,50,54,6493,16,14,17
2020,California,Lake,4522,9,8,11,0.81,4100,11,10,13,460,3,2,4,1522,29116,5.2,0,24,21,26,22,3,1,0.22,17157,66,65,68,4663,19,17,21
2020,California,Lassen,910,5,4,5,-1.77,793,6,5,7,132,2,2,3,474,9899,4.8,-0.17,16,13,18,14,2,1,-1.8,6445,68,66,70,1240,13,11,16
2020,California,Los Angeles,872284,10,10,10,1.28,801565,12,12,13,79944,3,3,4,239829,5136341,4.7,-0.21,33,33,34,24,12,2,2.7,1514629,46,45,46,777271,24,24,24
2020,California,Madera,13143,10,9,12,1.47,11948,14,12,16,1345,3,2,4,4316,61528,7,0.67,25,23,27,17,9,1,0.52,28627,64,62,66,7092,17,15,18
2020,California,Marin,10856,5,5,6,-1.4,9314,6,5,7,1698,3,2,4,3363,141111,2.4,-1.07,22,21,23,19,4,2,-0.1,67200,64,63,65,19995,19,18,21
2020,California,Mariposa,1013,8,7,9,0.09,897,9,7,11,128,4,3,6,406,7663,5.3,0.02,20,16,24,17,2,2,-0.72,5310,69,67,71,1368,19,15,23
2020,California,Mendocino,7306,11,9,12,1.67,6513,13,11,15,868,4,3,6,1564,39715,3.9,-0.49,28,26,30,23,5,2,1.27,20173,59,57,61,7360,23,21,25
2020,California,Merced,20452,9,8,10,0.52,18449,12,10,13,2267,3,2,4,9574,115408,8.3,1.15,25,23,26,18,9,1,0.53,41378,52,51,53,13373,18,16,19
2020,California,Modoc,667,11,9,12,1.55,563,12,10,14,108,6,4,9,240,3179,7.5,0.87,16,11,22,15,2,1,-1.62,2803,77,73,81,432,12,8,17
2020,California,Mono,1189,10,8,12,1.23,1069,11,9,14,132,5,3,7,328,8524,3.8,-0.52,14,9,18,11,2,1,-2.35,3014,62,59,66,474,10,6,15
2020,California,Monterey,41482,11,10,13,2.09,38170,15,14,17,3764,3,2,4,14047,224057,6.3,0.39,30,29,31,19,13,1,1.77,64362,51,50,52,23252,19,18,20
